plcy_no,name,lclsf,category,keyword,region,sub_region,source,source_url,ref_url2,raw_text,amount,deadline,registered_at,last_modified_at,collected_at,aply_prd_type,biz_prd_type,biz_start_ymd,biz_end_ymd,biz_prd_etc,age_min,age_max,age_limit_yn,earn_cnd,earn_min_amt,earn_max_amt,earn_etc,mrg_stts,job,school,major,special_target,pvmthd,pvmthd_group,sprt_scl_cnt,sprt_scl_lmt_yn,sprt_arvl_seq_yn,add_qlfc,exclude_target,apply_method,select_method,submit_docs,etc_matter,sprvsn_inst_nm,oper_inst_nm,rgtr_inst_nm,zip_cd,inq_cnt,aprvl_stts
11337,취업 포트폴리오 완성,일자리,,,경기도,김포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11337,https://gimpo.gseek.kr/user/course/offline/view?s_sbjct_sn=60650&s_sbjct_cycl_sn=1,"○ 현재 19세 이상 39세 이하이고, 아래의 각 항에 하나 이상 해당하며 취업·창업에 관심 있는 청년 ○ 김포시에 주소를 두고 있는 청년 ○ 김포시에서 활동하는 직장인, 사업가, 창업가, 대학생 취업교육_취업 포트폴리오 완성 서류 전형에서 나만의 직무 역량을 시각적으로 돋보이게 만드는 실전 포트폴리오 제작 클래스입니다. 흩어져 있는 경험들을 하나의 매력적인 스토리로 엮어, 인사담당자의 시선을 사로잡는 결과물을 완성합니다.",,2026. 6.8.~ 6. 30.,,,2026-06-29,,,,,,,,,,,,,,,,,,,지자체,,,,"○ 현재 19세 이상 39세 이하이고, 아래의 각 항에 하나 이상 해당하며 취업·창업에 관심 있는 청년 ○ 김포시에 주소를 두고 있는 청년 ○ 김포시에서 활동하는 직장인, 사업가, 창업가, 대학생",,온라인 신청 바로가기,,,,,,,,,
11336,예비 창업자 특허 전략,일자리,,,경기도,김포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11336,https://gimpo.gseek.kr/user/course/offline/view?s_sbjct_sn=60652&s_sbjct_cycl_sn=1,"○ 현재 19세 이상 39세 이하이고, 아래의 각 항에 하나 이상 해당하며 취업·창업에 관심 있는 청년 ○ 김포시에 주소를 두고 있는 청년 ○ 김포시에서 활동하는 직장인, 사업가, 창업가, 대학생 내 아이디어가 법적 권리가 되는 시간, 예비 창업자 특허 전략 어렵고 낯선 특허권, 예비 창업자에게는 내 소중한 아이디어를 지키는 든든한 방패이자 초기 자금을 끌어오는 강력한 무기입니다. 창업 아이템을 법적으로 보호받고, 이를 정부지원사업이나 투자 유치에 200% 활용하는 실전 특허 전략을 배웁니다.",,2026. 6.8.~ 6. 30.,,,2026-06-29,,,,,,,,,,,,,,,,,,,지자체,,,,"○ 현재 19세 이상 39세 이하이고, 아래의 각 항에 하나 이상 해당하며 취업·창업에 관심 있는 청년 ○ 김포시에 주소를 두고 있는 청년 ○ 김포시에서 활동하는 직장인, 사업가, 창업가, 대학생",,온라인 신청 바로가기,,,,,,,,,
11335,청년마인드톡톡,,,,경기도,부천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11335,https://naver.me/FLE6F1ZZ,"부천시 거주 19~39세 청년 6명(선착순) 오정청년공간과 부천시정신건강복지센터는 우울, 불안, 스트레스 등 마음의 어려움을 겪고 있는 부천시 거주 19~39세 청년을 위해 1:1 심층 상담 서비스를 지원합니다. [ 정신건강검진(SCL-95) 및 정신건강상담 ]",,2026. 6.17.~ 6. 29.,,,2026-06-29,,,,,,19,39,,,,,,,,,,,,지자체,,,,부천시 거주 19~39세 청년 6명(선착순),,온라인 신청(네이버폼) 바로가기,,,,,,,,,
11334,청년 1인 가구 월세 지원사업,주거,,,경기도,가평군,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11334,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5680,주민등록상 가평군에 거주하는 19~39세의 독립 거주 청년 1인가구 ※ 19 ~ 39세: 1986. 7. 1. ~ 2007. 6. 30. 출생자(신청 마감일 기준) 월 최대 20만원의 월세 지원(2026년 3월~2026년 5월 월세 납부분 소급 지급),,2026. 6.15.~ 6. 30.,,,2026-06-29,,,,,,19,39,,,,,,,,,,,,지자체,,,,주민등록상 가평군에 거주하는 19~39세의 독립 거주 청년 1인가구 ※ 19 ~ 39세: 1986. 7. 1. ~ 2007. 6. 30. 출생자(신청 마감일 기준),,온라인 신청 바로가기,,,,,,,,,
11333,청년 창업 컨설팅 지원사업 참여자 모집,일자리,,,경기도,화성시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11333,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5401,"신청일 현재 화성시에 거주하는 19~39세 관내 (예비)창업 청년 ① 연령기준: 1986. 1. 1. ~ 2007. 12. 31. 출생 ② 거주기준: 신청일 현재 화성시에 주민등록을 두고 있는 청년 ③ 창업기준: 관내 사업장을 운영 중이나, 경영 상 어려움을 겪고 있는 청년 또는 관내 창업을 준비중이나, 실행에 어려움을 겪는 예비 창업청년 창업 전문 컨설턴트 1:1 매칭하여 2회(회당 2시간) 컨설팅 진행",,2026. 4.6.~ 6. 30.,,,2026-06-29,,,,,,19,39,,,,,,,,,,,,지자체,,,,"신청일 현재 화성시에 거주하는 19~39세 관내 (예비)창업 청년 ① 연령기준: 1986. 1. 1. ~ 2007. 12. 31. 출생 ② 거주기준: 신청일 현재 화성시에 주민등록을 두고 있는 청년 ③ 창업기준: 관내 사업장을 운영 중이나, 경영 상 어려움을 겪고 있는 청년 또는 관내 창업을 준비중이나, 실행에 어려움을 겪는 예비 창업청년",,온라인 신청 바로가기,,,,,,,,,
11331,취준생을 위한 나만의 적성 찾기,일자리,,,경기도,김포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11331,https://gimpo.gseek.kr/user/course/offline/view?s_sbjct_sn=60706&s_sbjct_cycl_sn=1,"○ 현재 19세 이상 39세 이하이고, 아래의 각 항에 하나 이상 해당하며 취업·창업에 관심 있는 청년 ○ 김포시에 주소를 두고 있는 청년 ○ 김포시에서 활동하는 직장인, 사업가, 창업가, 대학생 내가 무엇을 잘하고 좋아하는지 모른 채 남들을 따라 무작정 서류만 넣고 계시나요? 이 강의는 막연한 구직 활동에서 벗어나 객관적인 진단과 분석을 통해 나의 고유한 강점을 발견하고, 나에게 꼭 맞는 직무와 커리어를 설계하는 진로 탐색 클래스입니다.",,2026. 6.8.~ 6. 30.,,,2026-06-29,,,,,,,,,,,,,,,,,,,지자체,,,,"○ 현재 19세 이상 39세 이하이고, 아래의 각 항에 하나 이상 해당하며 취업·창업에 관심 있는 청년 ○ 김포시에 주소를 두고 있는 청년 ○ 김포시에서 활동하는 직장인, 사업가, 창업가, 대학생",,온라인 신청 바로가기,,,,,,,,,
11328,3주만에 끝내는 토익스피킹,일자리,,,경기도,광주시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11328,https://www.gj-youth.or.kr/bbs/board.php?bo_table=table41&wr_id=596,"광주시 청년(거주·재직·재학·활동) 19세~39세(07~87년생) 이번 과정은 3주 단기 집중 과정으로, 짧은 기간 안에 토익스피킹 점수 취득을 목표로 준비할 수 있도록 운영됩니다. 취업, 이직, 자기계발 등 각자의 목표를 향해 한 걸음 더 나아가고 싶은 청년 여러분의 많은 관심과 참여 바랍니다.",,2026. 6.22.~ 6. 30.,,,2026-06-29,,,,,,19,39,,,,,,,,,,,,지자체,,,,광주시 청년(거주·재직·재학·활동) 19세~39세(07~87년생),,온라인 신청 바로가기,,,,,,,,,
11327,창업지원 프로그램_TechBridge Batch 모집,일자리,,,경기도,용인시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11327,https://forms.gle/gCgmujCnEAg9ZFci7,"✅ 공공기술·대학기술을 활용해 창업하고 싶은 예비창업자 ✅ 기술은 있지만 사업화 전략이 필요한 연구자·대학원생 ✅ 투자유치와 스케일업을 준비 중인 스타트업 ✅ 기술이전, PoC, 오픈이노베이션 협력이 필요한 기업 [분야] AI, ICT, 헬스케어, 반도체, 소부장, 모빌리티, 에너지 등 ✅ Build Track (예비창업자 대상) : 5팀 내외 선발 - 공공기술 기반 창업 - 법인설립 지원 - MVP 개발 지원 - 기술사업화 집중 육성 ✅ Scale Track (창업 7년 이내 스타트업 대상) : 10개사 내외 선발 - 투자유치 - PoC 실증 - 사업모델 확장 - 스케일업 지원",,2026. 6.23.~ 6. 30.,,,2026-06-29,,,,,,,,,,,,,,,,,,,지자체,,,,"✅ 공공기술·대학기술을 활용해 창업하고 싶은 예비창업자 ✅ 기술은 있지만 사업화 전략이 필요한 연구자·대학원생 ✅ 투자유치와 스케일업을 준비 중인 스타트업 ✅ 기술이전, PoC, 오픈이노베이션 협력이 필요한 기업",,온라인 신청(구글폼) 바로가기,,,,,,,,,
11326,일잘러 실무클래스 3~4기 참여 청년 모집,교육문화,,,경기도,하남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11326,https://naver.me/FSvUTpzp,"하남시 거주 또는 하남시 소재 직장 재직 중인 19~39세 청년 - 3기 : 엑셀 마스터 & 카드지갑 D.I.Y. ①퇴근을 앞당기는 엑셀 핵심 스킬 익히기 ②피벗 테이블, 차트 활용 보고서 제작 실습 ③카드지갑 D.I.Y. - 4기 : 비즈니스 매너 & 퍼스널컬러 ①일잘러의 비즈니스 매너 A to Z ②첫인상 업그레이드, 퍼스널컬러 활용",,2026. 6.23.~ 7. 7.,,,2026-06-29,,,,,,19,39,,,,,,,,,,,,지자체,,,,하남시 거주 또는 하남시 소재 직장 재직 중인 19~39세 청년,,온라인 신청(네이버폼) 바로가기,,,,,,,,,
11325,청년 낭만 프로그램 강사 모집,,,,경기도,과천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11325,,과천시 주민등록상 거주자 또는 과천시 재직자,,2026. 6.12.~ 6. 30.,,,2026-06-29,,,,,,,,,,,,,,,,,,,지자체,,,,과천시 주민등록상 거주자 또는 과천시 재직자,,이메일 접수 | gc_fly_earth@naver.com,,,,,,,,,
11322,뻐근한 몸을 깨우는 자세 통증 솔루션!,교육문화,,,경기도,부천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=11322,http://dreamwork.or.kr/training/?tpf=product/view&code=295,"1순위 - 부천시 소재 중소기업 재직자 2순위 - 부천시민 중 직업능력개발훈련이 필요하신 분 통증 원인과 잘못된 자세 이해 - 목, 어깨, 허리 등 주요 통증 부위 점검 - 개인별 자세 평가 및 문제점 확인 스트레칭 실습 - 일상에서도 쉽게하는 스트레칭 실습 - 통증 완화 및 근육 이완 방법 실습 치료적 마사지 실습 - 치료적 마사지 이론 및 실습 - 부위별 셀프 마사지 방법 교육 - 통증 부위에 따른 관리 방법",,2026. 6.5.~ 6. 29.,,,2026-06-29,,,,,,,,,,,,,,,,,,,지자체,,,,1순위 - 부천시 소재 중소기업 재직자 2순위 - 부천시민 중 직업능력개발훈련이 필요하신 분,,온라인 신청 바로가기,,,,,,,,,
